[2024-12-06T20:34:22.533+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-06T20:34:22.688+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-03-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.788+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-03-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.827+0000] {taskinstance.py:2866} INFO - Starting attempt 6 of 6
[2024-12-06T20:34:22.973+0000] {taskinstance.py:2889} INFO - Executing <Task(BashOperator): download_dataset> on 2021-03-05 06:00:00+00:00
[2024-12-06T20:34:23.400+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4445) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-06T20:34:23.763+0000] {standard_task_runner.py:72} INFO - Started process 4454 to run task
[2024-12-06T20:34:23.770+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'homework_dag', 'download_dataset', 'scheduled__2021-03-05T06:00:00+00:00', '--job-id', '124', '--raw', '--subdir', 'DAGS_FOLDER/homework_dag.py', '--cfg-path', '/tmp/tmpcsqlg1r6']
[2024-12-06T20:34:23.935+0000] {standard_task_runner.py:105} INFO - Job 124: Subtask download_dataset
[2024-12-06T20:34:24.314+0000] {task_command.py:467} INFO - Running <TaskInstance: homework_dag.download_dataset scheduled__2021-03-05T06:00:00+00:00 [running]> on host 39ecaeffba2c
[2024-12-06T20:34:26.016+0000] {subprocess.py:106} INFO -   8850K .......... .......... .......... .......... .......... 69% 17.9M 0s
[2024-12-06T20:34:26.019+0000] {subprocess.py:106} INFO -   8900K .......... .......... .......... .......... .......... 69% 13.8M 0s
[2024-12-06T20:34:26.023+0000] {subprocess.py:106} INFO -   8950K .......... .......... .......... .......... .......... 69% 13.3M 0s
[2024-12-06T20:34:26.027+0000] {subprocess.py:106} INFO -   9000K .......... .......... .......... .......... .......... 70% 13.1M 0s
[2024-12-06T20:34:26.030+0000] {subprocess.py:106} INFO -   9050K .......... .......... .......... .......... .......... 70% 13.9M 0s
[2024-12-06T20:34:26.034+0000] {subprocess.py:106} INFO -   9100K .......... .......... .......... .......... .......... 71% 13.9M 0s
[2024-12-06T20:34:26.039+0000] {subprocess.py:106} INFO -   9150K .......... .......... .......... .......... .......... 71% 10.4M 0s
[2024-12-06T20:34:26.043+0000] {subprocess.py:106} INFO -   9200K .......... .......... .......... .......... .......... 71% 12.0M 0s
[2024-12-06T20:34:26.045+0000] {subprocess.py:106} INFO -   9250K .......... .......... .......... .......... .......... 72% 26.0M 0s
[2024-12-06T20:34:26.048+0000] {subprocess.py:106} INFO -   9300K .......... .......... .......... .......... .......... 72% 13.3M 0s
[2024-12-06T20:34:26.052+0000] {subprocess.py:106} INFO -   9350K .......... .......... .......... .......... .......... 73% 13.7M 0s
[2024-12-06T20:34:26.056+0000] {subprocess.py:106} INFO -   9400K .......... .......... .......... .......... .......... 73% 13.0M 0s
[2024-12-06T20:34:26.062+0000] {subprocess.py:106} INFO -   9450K .......... .......... .......... .......... .......... 73% 7.50M 0s
[2024-12-06T20:34:26.063+0000] {subprocess.py:106} INFO -   9500K .......... .......... .......... .......... .......... 74% 68.2M 0s
[2024-12-06T20:34:26.067+0000] {subprocess.py:106} INFO -   9550K .......... .......... .......... .......... .......... 74% 11.8M 0s
[2024-12-06T20:34:26.070+0000] {subprocess.py:106} INFO -   9600K .......... .......... .......... .......... .......... 75% 18.5M 0s
[2024-12-06T20:34:26.073+0000] {subprocess.py:106} INFO -   9650K .......... .......... .......... .......... .......... 75% 12.6M 0s
[2024-12-06T20:34:26.077+0000] {subprocess.py:106} INFO -   9700K .......... .......... .......... .......... .......... 75% 14.4M 0s
[2024-12-06T20:34:26.080+0000] {subprocess.py:106} INFO -   9750K .......... .......... .......... .......... .......... 76% 13.6M 0s
[2024-12-06T20:34:26.085+0000] {subprocess.py:106} INFO -   9800K .......... .......... .......... .......... .......... 76% 13.8M 0s
[2024-12-06T20:34:26.090+0000] {subprocess.py:106} INFO -   9850K .......... .......... .......... .......... .......... 76% 9.84M 0s
[2024-12-06T20:34:26.095+0000] {subprocess.py:106} INFO -   9900K .......... .......... .......... .......... .......... 77% 18.7M 0s
[2024-12-06T20:34:26.097+0000] {subprocess.py:106} INFO -   9950K .......... .......... .......... .......... .......... 77% 11.3M 0s
[2024-12-06T20:34:26.099+0000] {subprocess.py:106} INFO -  10000K .......... .......... .......... .......... .......... 78% 15.1M 0s
[2024-12-06T20:34:26.103+0000] {subprocess.py:106} INFO -  10050K .......... .......... .......... .......... .......... 78% 12.9M 0s
[2024-12-06T20:34:26.106+0000] {subprocess.py:106} INFO -  10100K .......... .......... .......... .......... .......... 78% 17.1M 0s
[2024-12-06T20:34:26.109+0000] {subprocess.py:106} INFO -  10150K .......... .......... .......... .......... .......... 79% 14.7M 0s
[2024-12-06T20:34:26.115+0000] {subprocess.py:106} INFO -  10200K .......... .......... .......... .......... .......... 79% 8.19M 0s
[2024-12-06T20:34:26.117+0000] {subprocess.py:106} INFO -  10250K .......... .......... .......... .......... .......... 80% 31.4M 0s
[2024-12-06T20:34:26.119+0000] {subprocess.py:106} INFO -  10300K .......... .......... .......... .......... .......... 80% 19.1M 0s
[2024-12-06T20:34:26.123+0000] {subprocess.py:106} INFO -  10350K .......... .......... .......... .......... .......... 80% 11.8M 0s
[2024-12-06T20:34:26.127+0000] {subprocess.py:106} INFO -  10400K .......... .......... .......... .......... .......... 81% 13.0M 0s
[2024-12-06T20:34:26.131+0000] {subprocess.py:106} INFO -  10450K .......... .......... .......... .......... .......... 81% 13.6M 0s
[2024-12-06T20:34:26.134+0000] {subprocess.py:106} INFO -  10500K .......... .......... .......... .......... .......... 82% 14.4M 0s
[2024-12-06T20:34:26.138+0000] {subprocess.py:106} INFO -  10550K .......... .......... .......... .......... .......... 82% 13.4M 0s
[2024-12-06T20:34:26.141+0000] {subprocess.py:106} INFO -  10600K .......... .......... .......... .......... .......... 82% 13.9M 0s
[2024-12-06T20:34:26.144+0000] {subprocess.py:106} INFO -  10650K .......... .......... .......... .......... .......... 83% 17.3M 0s
[2024-12-06T20:34:26.147+0000] {subprocess.py:106} INFO -  10700K .......... .......... .......... .......... .......... 83% 14.3M 0s
[2024-12-06T20:34:26.152+0000] {subprocess.py:106} INFO -  10750K .......... .......... .......... .......... .......... 83% 10.4M 0s
[2024-12-06T20:34:26.156+0000] {subprocess.py:106} INFO -  10800K .......... .......... .......... .......... .......... 84% 13.9M 0s
[2024-12-06T20:34:26.159+0000] {subprocess.py:106} INFO -  10850K .......... .......... .......... .......... .......... 84% 14.1M 0s
[2024-12-06T20:34:26.163+0000] {subprocess.py:106} INFO -  10900K .......... .......... .......... .......... .......... 85% 13.3M 0s
[2024-12-06T20:34:26.166+0000] {subprocess.py:106} INFO -  10950K .......... .......... .......... .......... .......... 85% 13.5M 0s
[2024-12-06T20:34:26.170+0000] {subprocess.py:106} INFO -  11000K .......... .......... .......... .......... .......... 85% 14.2M 0s
[2024-12-06T20:34:26.173+0000] {subprocess.py:106} INFO -  11050K .......... .......... .......... .......... .......... 86% 17.8M 0s
[2024-12-06T20:34:26.176+0000] {subprocess.py:106} INFO -  11100K .......... .......... .......... .......... .......... 86% 13.4M 0s
[2024-12-06T20:34:26.181+0000] {subprocess.py:106} INFO -  11150K .......... .......... .......... .......... .......... 87% 11.2M 0s
[2024-12-06T20:34:26.184+0000] {subprocess.py:106} INFO -  11200K .......... .......... .......... .......... .......... 87% 13.6M 0s
[2024-12-06T20:34:26.188+0000] {subprocess.py:106} INFO -  11250K .......... .......... .......... .......... .......... 87% 13.6M 0s
[2024-12-06T20:34:26.191+0000] {subprocess.py:106} INFO -  11300K .......... .......... .......... .......... .......... 88% 14.1M 0s
[2024-12-06T20:34:26.195+0000] {subprocess.py:106} INFO -  11350K .......... .......... .......... .......... .......... 88% 13.2M 0s
[2024-12-06T20:34:26.198+0000] {subprocess.py:106} INFO -  11400K .......... .......... .......... .......... .......... 89% 17.5M 0s
[2024-12-06T20:34:26.202+0000] {subprocess.py:106} INFO -  11450K .......... .......... .......... .......... .......... 89% 12.6M 0s
[2024-12-06T20:34:26.205+0000] {subprocess.py:106} INFO -  11500K .......... .......... .......... .......... .......... 89% 15.2M 0s
[2024-12-06T20:34:26.209+0000] {subprocess.py:106} INFO -  11550K .......... .......... .......... .......... .......... 90% 11.1M 0s
[2024-12-06T20:34:26.213+0000] {subprocess.py:106} INFO -  11600K .......... .......... .......... .......... .......... 90% 13.1M 0s
[2024-12-06T20:34:26.216+0000] {subprocess.py:106} INFO -  11650K .......... .......... .......... .......... .......... 90% 14.3M 0s
[2024-12-06T20:34:26.220+0000] {subprocess.py:106} INFO -  11700K .......... .......... .......... .......... .......... 91% 13.4M 0s
[2024-12-06T20:34:26.224+0000] {subprocess.py:106} INFO -  11750K .......... .......... .......... .......... .......... 91% 13.3M 0s
[2024-12-06T20:34:26.226+0000] {subprocess.py:106} INFO -  11800K .......... .......... .......... .......... .......... 92% 18.0M 0s
[2024-12-06T20:34:26.230+0000] {subprocess.py:106} INFO -  11850K .......... .......... .......... .......... .......... 92% 13.5M 0s
[2024-12-06T20:34:26.233+0000] {subprocess.py:106} INFO -  11900K .......... .......... .......... .......... .......... 92% 13.7M 0s
[2024-12-06T20:34:26.238+0000] {subprocess.py:106} INFO -  11950K .......... .......... .......... .......... .......... 93% 10.9M 0s
[2024-12-06T20:34:26.242+0000] {subprocess.py:106} INFO -  12000K .......... .......... .......... .......... .......... 93% 13.8M 0s
[2024-12-06T20:34:26.245+0000] {subprocess.py:106} INFO -  12050K .......... .......... .......... .......... .......... 94% 13.9M 0s
[2024-12-06T20:34:26.249+0000] {subprocess.py:106} INFO -  12100K .......... .......... .......... .......... .......... 94% 13.9M 0s
[2024-12-06T20:34:26.251+0000] {subprocess.py:106} INFO -  12150K .......... .......... .......... .......... .......... 94% 16.6M 0s
[2024-12-06T20:34:26.255+0000] {subprocess.py:106} INFO -  12200K .......... .......... .......... .......... .......... 95% 13.9M 0s
[2024-12-06T20:34:26.259+0000] {subprocess.py:106} INFO -  12250K .......... .......... .......... .......... .......... 95% 13.4M 0s
[2024-12-06T20:34:26.262+0000] {subprocess.py:106} INFO -  12300K .......... .......... .......... .......... .......... 96% 14.3M 0s
[2024-12-06T20:34:26.267+0000] {subprocess.py:106} INFO -  12350K .......... .......... .......... .......... .......... 96% 10.9M 0s
[2024-12-06T20:34:26.270+0000] {subprocess.py:106} INFO -  12400K .......... .......... .......... .......... .......... 96% 16.1M 0s
[2024-12-06T20:34:26.273+0000] {subprocess.py:106} INFO -  12450K .......... .......... .......... .......... .......... 97% 15.4M 0s
[2024-12-06T20:34:26.276+0000] {subprocess.py:106} INFO -  12500K .......... .......... .......... .......... .......... 97% 14.5M 0s
[2024-12-06T20:34:26.280+0000] {subprocess.py:106} INFO -  12550K .......... .......... .......... .......... .......... 97% 14.0M 0s
[2024-12-06T20:34:26.283+0000] {subprocess.py:106} INFO -  12600K .......... .......... .......... .......... .......... 98% 13.8M 0s
[2024-12-06T20:34:26.287+0000] {subprocess.py:106} INFO -  12650K .......... .......... .......... .......... .......... 98% 14.2M 0s
[2024-12-06T20:34:26.289+0000] {subprocess.py:106} INFO -  12700K .......... .......... .......... .......... .......... 99% 23.0M 0s
[2024-12-06T20:34:26.292+0000] {subprocess.py:106} INFO -  12750K .......... .......... .......... .......... .......... 99% 14.3M 0s
[2024-12-06T20:34:26.295+0000] {subprocess.py:106} INFO -  12800K .......... .......... .......... .......... .......... 99% 19.2M 0s
[2024-12-06T20:34:26.295+0000] {subprocess.py:106} INFO -  12850K ........                                              100%  715M=1.2s
[2024-12-06T20:34:26.296+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:26.296+0000] {subprocess.py:106} INFO - 2024-12-06 20:34:26 (10.4 MB/s) - ‘/opt/***/fhv_tripdata_2021-03.parquet’ saved [13167110/13167110]
[2024-12-06T20:34:26.296+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:26.296+0000] {subprocess.py:110} INFO - Command exited with return code 0
[2024-12-06T20:34:26.317+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-06T20:34:26.317+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=homework_dag, task_id=download_dataset, run_id=scheduled__2021-03-05T06:00:00+00:00, execution_date=20210305T060000, start_date=20241206T203422, end_date=20241206T203426
[2024-12-06T20:34:26.366+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-06T20:34:26.390+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-06T20:34:26.391+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
