[2024-12-06T20:34:22.442+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-06T20:34:22.541+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-02-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.595+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-02-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.603+0000] {taskinstance.py:2866} INFO - Starting attempt 6 of 6
[2024-12-06T20:34:22.888+0000] {taskinstance.py:2889} INFO - Executing <Task(BashOperator): download_dataset> on 2021-02-05 06:00:00+00:00
[2024-12-06T20:34:22.951+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4447) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-06T20:34:22.981+0000] {standard_task_runner.py:72} INFO - Started process 4452 to run task
[2024-12-06T20:34:23.273+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'homework_dag', 'download_dataset', 'scheduled__2021-02-05T06:00:00+00:00', '--job-id', '122', '--raw', '--subdir', 'DAGS_FOLDER/homework_dag.py', '--cfg-path', '/tmp/tmpxn_t32db']
[2024-12-06T20:34:23.976+0000] {standard_task_runner.py:105} INFO - Job 122: Subtask download_dataset
[2024-12-06T20:34:24.341+0000] {task_command.py:467} INFO - Running <TaskInstance: homework_dag.download_dataset scheduled__2021-02-05T06:00:00+00:00 [running]> on host 39ecaeffba2c
[2024-12-06T20:34:25.764+0000] {subprocess.py:106} INFO -   8950K .......... .......... .......... .......... .......... 86% 45.5M 0s
[2024-12-06T20:34:25.764+0000] {subprocess.py:106} INFO -   9000K .......... .......... .......... .......... .......... 87%  130M 0s
[2024-12-06T20:34:25.765+0000] {subprocess.py:106} INFO -   9050K .......... .......... .......... .......... .......... 87% 39.3M 0s
[2024-12-06T20:34:25.766+0000] {subprocess.py:106} INFO -   9100K .......... .......... .......... .......... .......... 88% 43.8M 0s
[2024-12-06T20:34:25.766+0000] {subprocess.py:106} INFO -   9150K .......... .......... .......... .......... .......... 88% 98.9M 0s
[2024-12-06T20:34:25.767+0000] {subprocess.py:106} INFO -   9200K .......... .......... .......... .......... .......... 88% 65.1M 0s
[2024-12-06T20:34:25.768+0000] {subprocess.py:106} INFO -   9250K .......... .......... .......... .......... .......... 89%  189M 0s
[2024-12-06T20:34:25.768+0000] {subprocess.py:106} INFO -   9300K .......... .......... .......... .......... .......... 89%  292M 0s
[2024-12-06T20:34:25.769+0000] {subprocess.py:106} INFO -   9350K .......... .......... .......... .......... .......... 90%  143M 0s
[2024-12-06T20:34:25.769+0000] {subprocess.py:106} INFO -   9400K .......... .......... .......... .......... .......... 90% 82.3M 0s
[2024-12-06T20:34:25.771+0000] {subprocess.py:106} INFO -   9450K .......... .......... .......... .......... .......... 91% 60.9M 0s
[2024-12-06T20:34:25.771+0000] {subprocess.py:106} INFO -   9500K .......... .......... .......... .......... .......... 91% 71.7M 0s
[2024-12-06T20:34:25.772+0000] {subprocess.py:106} INFO -   9550K .......... .......... .......... .......... .......... 92% 60.7M 0s
[2024-12-06T20:34:25.772+0000] {subprocess.py:106} INFO -   9600K .......... .......... .......... .......... .......... 92%  244M 0s
[2024-12-06T20:34:25.772+0000] {subprocess.py:106} INFO -   9650K .......... .......... .......... .......... .......... 93%  104M 0s
[2024-12-06T20:34:25.772+0000] {subprocess.py:106} INFO -   9700K .......... .......... .......... .......... .......... 93%  190M 0s
[2024-12-06T20:34:25.773+0000] {subprocess.py:106} INFO -   9750K .......... .......... .......... .......... .......... 94% 72.0M 0s
[2024-12-06T20:34:25.773+0000] {subprocess.py:106} INFO -   9800K .......... .......... .......... .......... .......... 94%  130M 0s
[2024-12-06T20:34:25.773+0000] {subprocess.py:106} INFO -   9850K .......... .......... .......... .......... .......... 95% 84.4M 0s
[2024-12-06T20:34:25.773+0000] {subprocess.py:106} INFO -   9900K .......... .......... .......... .......... .......... 95% 64.0M 0s
[2024-12-06T20:34:25.773+0000] {subprocess.py:106} INFO -   9950K .......... .......... .......... .......... .......... 96% 79.8M 0s
[2024-12-06T20:34:25.774+0000] {subprocess.py:106} INFO -  10000K .......... .......... .......... .......... .......... 96% 58.8M 0s
[2024-12-06T20:34:25.774+0000] {subprocess.py:106} INFO -  10050K .......... .......... .......... .......... .......... 97% 93.3M 0s
[2024-12-06T20:34:25.774+0000] {subprocess.py:106} INFO -  10100K .......... .......... .......... .......... .......... 97% 49.5M 0s
[2024-12-06T20:34:25.774+0000] {subprocess.py:106} INFO -  10150K .......... .......... .......... .......... .......... 98%  143M 0s
[2024-12-06T20:34:25.775+0000] {subprocess.py:106} INFO -  10200K .......... .......... .......... .......... .......... 98%  128M 0s
[2024-12-06T20:34:25.775+0000] {subprocess.py:106} INFO -  10250K .......... .......... .......... .......... .......... 99%  162M 0s
[2024-12-06T20:34:25.775+0000] {subprocess.py:106} INFO -  10300K .......... .......... .......... .......... .......... 99%  247M 0s
[2024-12-06T20:34:25.775+0000] {subprocess.py:106} INFO -  10350K .......... .......... .......... .......... .....     100%  279M=0.7s
[2024-12-06T20:34:25.776+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:25.776+0000] {subprocess.py:106} INFO - 2024-12-06 20:34:25 (14.4 MB/s) - ‘/opt/***/fhv_tripdata_2021-02.parquet’ saved [10645466/10645466]
[2024-12-06T20:34:25.776+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:25.777+0000] {subprocess.py:110} INFO - Command exited with return code 0
[2024-12-06T20:34:25.801+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-06T20:34:25.803+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=homework_dag, task_id=download_dataset, run_id=scheduled__2021-02-05T06:00:00+00:00, execution_date=20210205T060000, start_date=20241206T203422, end_date=20241206T203425
[2024-12-06T20:34:25.847+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-06T20:34:25.875+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-06T20:34:25.877+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
