[2024-12-06T20:34:22.452+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-06T20:34:22.529+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-04-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.553+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: homework_dag.download_dataset scheduled__2021-04-05T06:00:00+00:00 [queued]>
[2024-12-06T20:34:22.557+0000] {taskinstance.py:2866} INFO - Starting attempt 6 of 6
[2024-12-06T20:34:22.665+0000] {taskinstance.py:2889} INFO - Executing <Task(BashOperator): download_dataset> on 2021-04-05 06:00:00+00:00
[2024-12-06T20:34:22.806+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4446) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-06T20:34:22.877+0000] {standard_task_runner.py:72} INFO - Started process 4448 to run task
[2024-12-06T20:34:22.815+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'homework_dag', 'download_dataset', 'scheduled__2021-04-05T06:00:00+00:00', '--job-id', '121', '--raw', '--subdir', 'DAGS_FOLDER/homework_dag.py', '--cfg-path', '/tmp/tmpcvgx3n14']
[2024-12-06T20:34:22.885+0000] {standard_task_runner.py:105} INFO - Job 121: Subtask download_dataset
[2024-12-06T20:34:24.296+0000] {task_command.py:467} INFO - Running <TaskInstance: homework_dag.download_dataset scheduled__2021-04-05T06:00:00+00:00 [running]> on host 39ecaeffba2c
[2024-12-06T20:34:25.781+0000] {subprocess.py:106} INFO -   8950K .......... .......... .......... .......... .......... 71%  175M 0s
[2024-12-06T20:34:25.782+0000] {subprocess.py:106} INFO -   9000K .......... .......... .......... .......... .......... 72% 20.0M 0s
[2024-12-06T20:34:25.783+0000] {subprocess.py:106} INFO -   9050K .......... .......... .......... .......... .......... 72%  220M 0s
[2024-12-06T20:34:25.783+0000] {subprocess.py:106} INFO -   9100K .......... .......... .......... .......... .......... 72% 28.4M 0s
[2024-12-06T20:34:25.783+0000] {subprocess.py:106} INFO -   9150K .......... .......... .......... .......... .......... 73% 83.0M 0s
[2024-12-06T20:34:25.784+0000] {subprocess.py:106} INFO -   9200K .......... .......... .......... .......... .......... 73%  209M 0s
[2024-12-06T20:34:25.784+0000] {subprocess.py:106} INFO -   9250K .......... .......... .......... .......... .......... 74% 21.5M 0s
[2024-12-06T20:34:25.784+0000] {subprocess.py:106} INFO -   9300K .......... .......... .......... .......... .......... 74% 22.3M 0s
[2024-12-06T20:34:25.785+0000] {subprocess.py:106} INFO -   9350K .......... .......... .......... .......... .......... 74% 26.1M 0s
[2024-12-06T20:34:25.785+0000] {subprocess.py:106} INFO -   9400K .......... .......... .......... .......... .......... 75% 18.7M 0s
[2024-12-06T20:34:25.786+0000] {subprocess.py:106} INFO -   9450K .......... .......... .......... .......... .......... 75% 16.5M 0s
[2024-12-06T20:34:25.787+0000] {subprocess.py:106} INFO -   9500K .......... .......... .......... .......... .......... 76%  278M 0s
[2024-12-06T20:34:25.787+0000] {subprocess.py:106} INFO -   9550K .......... .......... .......... .......... .......... 76% 58.7M 0s
[2024-12-06T20:34:25.788+0000] {subprocess.py:106} INFO -   9600K .......... .......... .......... .......... .......... 76%  307M 0s
[2024-12-06T20:34:25.789+0000] {subprocess.py:106} INFO -   9650K .......... .......... .......... .......... .......... 77%  122M 0s
[2024-12-06T20:34:25.789+0000] {subprocess.py:106} INFO -   9700K .......... .......... .......... .......... .......... 77% 25.2M 0s
[2024-12-06T20:34:25.789+0000] {subprocess.py:106} INFO -   9750K .......... .......... .......... .......... .......... 78%  179M 0s
[2024-12-06T20:34:25.791+0000] {subprocess.py:106} INFO -   9800K .......... .......... .......... .......... .......... 78%  175M 0s
[2024-12-06T20:34:25.792+0000] {subprocess.py:106} INFO -   9850K .......... .......... .......... .......... .......... 78% 94.2M 0s
[2024-12-06T20:34:25.792+0000] {subprocess.py:106} INFO -   9900K .......... .......... .......... .......... .......... 79% 3.05M 0s
[2024-12-06T20:34:25.792+0000] {subprocess.py:106} INFO -   9950K .......... .......... .......... .......... .......... 79% 6.00M 0s
[2024-12-06T20:34:25.793+0000] {subprocess.py:106} INFO -  10000K .......... .......... .......... .......... .......... 80% 97.1M 0s
[2024-12-06T20:34:25.793+0000] {subprocess.py:106} INFO -  10050K .......... .......... .......... .......... .......... 80% 57.2M 0s
[2024-12-06T20:34:25.793+0000] {subprocess.py:106} INFO -  10100K .......... .......... .......... .......... .......... 80% 17.7M 0s
[2024-12-06T20:34:25.794+0000] {subprocess.py:106} INFO -  10150K .......... .......... .......... .......... .......... 81% 92.7M 0s
[2024-12-06T20:34:25.795+0000] {subprocess.py:106} INFO -  10200K .......... .......... .......... .......... .......... 81% 56.1M 0s
[2024-12-06T20:34:25.795+0000] {subprocess.py:106} INFO -  10250K .......... .......... .......... .......... .......... 82% 49.2M 0s
[2024-12-06T20:34:25.795+0000] {subprocess.py:106} INFO -  10300K .......... .......... .......... .......... .......... 82%  124M 0s
[2024-12-06T20:34:25.796+0000] {subprocess.py:106} INFO -  10350K .......... .......... .......... .......... .......... 82% 26.6M 0s
[2024-12-06T20:34:25.796+0000] {subprocess.py:106} INFO -  10400K .......... .......... .......... .......... .......... 83%  218M 0s
[2024-12-06T20:34:25.796+0000] {subprocess.py:106} INFO -  10450K .......... .......... .......... .......... .......... 83%  269M 0s
[2024-12-06T20:34:25.796+0000] {subprocess.py:106} INFO -  10500K .......... .......... .......... .......... .......... 84% 81.6M 0s
[2024-12-06T20:34:25.797+0000] {subprocess.py:106} INFO -  10550K .......... .......... .......... .......... .......... 84%  211M 0s
[2024-12-06T20:34:25.797+0000] {subprocess.py:106} INFO -  10600K .......... .......... .......... .......... .......... 84%  217M 0s
[2024-12-06T20:34:25.797+0000] {subprocess.py:106} INFO -  10650K .......... .......... .......... .......... .......... 85%  103M 0s
[2024-12-06T20:34:25.797+0000] {subprocess.py:106} INFO -  10700K .......... .......... .......... .......... .......... 85%  261M 0s
[2024-12-06T20:34:25.799+0000] {subprocess.py:106} INFO -  10750K .......... .......... .......... .......... .......... 86%  289M 0s
[2024-12-06T20:34:25.799+0000] {subprocess.py:106} INFO -  10800K .......... .......... .......... .......... .......... 86%  110M 0s
[2024-12-06T20:34:25.800+0000] {subprocess.py:106} INFO -  10850K .......... .......... .......... .......... .......... 86% 70.5M 0s
[2024-12-06T20:34:25.800+0000] {subprocess.py:106} INFO -  10900K .......... .......... .......... .......... .......... 87%  148M 0s
[2024-12-06T20:34:25.803+0000] {subprocess.py:106} INFO -  10950K .......... .......... .......... .......... .......... 87%  113M 0s
[2024-12-06T20:34:25.805+0000] {subprocess.py:106} INFO -  11000K .......... .......... .......... .......... .......... 88% 87.0M 0s
[2024-12-06T20:34:25.806+0000] {subprocess.py:106} INFO -  11050K .......... .......... .......... .......... .......... 88% 72.4M 0s
[2024-12-06T20:34:25.806+0000] {subprocess.py:106} INFO -  11100K .......... .......... .......... .......... .......... 88% 83.7M 0s
[2024-12-06T20:34:25.807+0000] {subprocess.py:106} INFO -  11150K .......... .......... .......... .......... .......... 89% 60.5M 0s
[2024-12-06T20:34:25.807+0000] {subprocess.py:106} INFO -  11200K .......... .......... .......... .......... .......... 89%  191M 0s
[2024-12-06T20:34:25.809+0000] {subprocess.py:106} INFO -  11250K .......... .......... .......... .......... .......... 89%  263M 0s
[2024-12-06T20:34:25.810+0000] {subprocess.py:106} INFO -  11300K .......... .......... .......... .......... .......... 90% 87.8M 0s
[2024-12-06T20:34:25.810+0000] {subprocess.py:106} INFO -  11350K .......... .......... .......... .......... .......... 90%  117M 0s
[2024-12-06T20:34:25.811+0000] {subprocess.py:106} INFO -  11400K .......... .......... .......... .......... .......... 91% 43.7M 0s
[2024-12-06T20:34:25.811+0000] {subprocess.py:106} INFO -  11450K .......... .......... .......... .......... .......... 91% 56.9M 0s
[2024-12-06T20:34:25.811+0000] {subprocess.py:106} INFO -  11500K .......... .......... .......... .......... .......... 91% 85.2M 0s
[2024-12-06T20:34:25.814+0000] {subprocess.py:106} INFO -  11550K .......... .......... .......... .......... .......... 92%  100M 0s
[2024-12-06T20:34:25.815+0000] {subprocess.py:106} INFO -  11600K .......... .......... .......... .......... .......... 92% 75.2M 0s
[2024-12-06T20:34:25.815+0000] {subprocess.py:106} INFO -  11650K .......... .......... .......... .......... .......... 93% 72.4M 0s
[2024-12-06T20:34:25.816+0000] {subprocess.py:106} INFO -  11700K .......... .......... .......... .......... .......... 93%  181M 0s
[2024-12-06T20:34:25.816+0000] {subprocess.py:106} INFO -  11750K .......... .......... .......... .......... .......... 93%  108M 0s
[2024-12-06T20:34:25.816+0000] {subprocess.py:106} INFO -  11800K .......... .......... .......... .......... .......... 94%  143M 0s
[2024-12-06T20:34:25.819+0000] {subprocess.py:106} INFO -  11850K .......... .......... .......... .......... .......... 94%  154M 0s
[2024-12-06T20:34:25.822+0000] {subprocess.py:106} INFO -  11900K .......... .......... .......... .......... .......... 95%  114M 0s
[2024-12-06T20:34:25.823+0000] {subprocess.py:106} INFO -  11950K .......... .......... .......... .......... .......... 95% 97.3M 0s
[2024-12-06T20:34:25.823+0000] {subprocess.py:106} INFO -  12000K .......... .......... .......... .......... .......... 95% 73.9M 0s
[2024-12-06T20:34:25.823+0000] {subprocess.py:106} INFO -  12050K .......... .......... .......... .......... .......... 96% 61.2M 0s
[2024-12-06T20:34:25.825+0000] {subprocess.py:106} INFO -  12100K .......... .......... .......... .......... .......... 96%  172M 0s
[2024-12-06T20:34:25.825+0000] {subprocess.py:106} INFO -  12150K .......... .......... .......... .......... .......... 97% 67.7M 0s
[2024-12-06T20:34:25.828+0000] {subprocess.py:106} INFO -  12200K .......... .......... .......... .......... .......... 97% 62.4M 0s
[2024-12-06T20:34:25.829+0000] {subprocess.py:106} INFO -  12250K .......... .......... .......... .......... .......... 97% 73.5M 0s
[2024-12-06T20:34:25.829+0000] {subprocess.py:106} INFO -  12300K .......... .......... .......... .......... .......... 98% 22.6M 0s
[2024-12-06T20:34:25.829+0000] {subprocess.py:106} INFO -  12350K .......... .......... .......... .......... .......... 98% 53.0M 0s
[2024-12-06T20:34:25.829+0000] {subprocess.py:106} INFO -  12400K .......... .......... .......... .......... .......... 99% 25.2M 0s
[2024-12-06T20:34:25.830+0000] {subprocess.py:106} INFO -  12450K .......... .......... .......... .......... .......... 99% 34.6M 0s
[2024-12-06T20:34:25.830+0000] {subprocess.py:106} INFO -  12500K .......... .......... .......... .......... .......... 99% 24.0M 0s
[2024-12-06T20:34:25.832+0000] {subprocess.py:106} INFO -  12550K ......                                                100%  425M=0.8s
[2024-12-06T20:34:25.834+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:25.834+0000] {subprocess.py:106} INFO - 2024-12-06 20:34:25 (16.3 MB/s) - ‘/opt/***/fhv_tripdata_2021-04.parquet’ saved [12857489/12857489]
[2024-12-06T20:34:25.835+0000] {subprocess.py:106} INFO - 
[2024-12-06T20:34:25.835+0000] {subprocess.py:110} INFO - Command exited with return code 0
[2024-12-06T20:34:25.869+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-06T20:34:25.869+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=homework_dag, task_id=download_dataset, run_id=scheduled__2021-04-05T06:00:00+00:00, execution_date=20210405T060000, start_date=20241206T203422, end_date=20241206T203425
[2024-12-06T20:34:25.893+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-06T20:34:25.938+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-06T20:34:25.940+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
